Date,C: Total Cases,H: Hospitalizations,"Z: Hospitalized, ICU",D: Total Deaths,V_T: Total Doses,V_1: First Dose,V_2: Second Dose,V_3: Third Dose,V_4: Fourth Dose,Blank,T: Total Tests,Tbar,Tdot,Positivity,Cbar,Cdot,Hbar,Hdot,Zbar,% in ICU,Hosp Rate,Dbar,Ddot,V,Vdot,Total Variants,Alpha (B.1.1.7),Beta (B.1.351),Delta (B.1.617.2),Gamma (B.1.1.28.1),Kappa (B.1.617.1),Omicron (BA.1),Omicron (BA.2),Omicron (BA.4),Omicron (BA.5),"Sum, Variants","Sum, Alpha (B.1.1.7)","Sum, Beta (B.1.351)","Sum, Delta (B.1.617.2)","Sum, Gamma (B.1.1.28.1)","Sum, Kappa (B.1.617.1)","Sum, Omicron (BA.1)","Sum, Omicron (BA.2)","Sum, Omicron (BA.4)","Sum, Omicron (BA.5)","Dot, Variants","Dot, Alpha (B.1.1.7)","Dot, Beta (B.1.351)","Dot, Delta (B.1.617.2)","Dot, Gamma (B.1.1.28.1)","Dot, Kappa (B.1.617.1)","Dot, Omicron (BA.1)","Dot, Omicron (BA.2)","Dot, Omicron (BA.4)","Dot, Omicron (BA.5)",Total Hospitalization Rate
2020-03-05,1,,,0,,,,,,,58,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-06,1,,,0,,,,,,,118,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-07,2,,,0,,,,,,,399,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-08,3,0.0,0.0,0,,,,,,,853,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,7,1.0,0.0,0,,,,,,,1496,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,16,1.0,0.0,0,,,,,,,2280,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,23,1.0,0.0,0,,,,,,,3614,1259.7142857142858,,,7.571428571428571,,,,,,,0.0,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,26,2.0,1.0,0,,,,,,,4761,1931.5714285714287,671.8571428571429,0.005315755900489049,11.142857142857142,3.571428571428571,,,,,,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1
2020-03-13,34,5.0,2.0,0,,,,,,,6348,2821.5714285714284,889.9999999999998,0.005296950240770468,15.857142857142858,4.714285714285715,,,,,,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2020-03-14,56,5.0,2.0,0,,,,,,,7903,3893.5714285714284,1072.0,0.0071961620469083165,23.571428571428573,7.714285714285715,2.142857142857143,,0.7142857142857143,0.33333333333333337,,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2020-03-15,67,5.0,2.0,0,,,,,,,9737,5162.714285714285,1269.1428571428569,0.00720396217919856,32.714285714285715,9.142857142857142,2.857142857142857,0.7142857142857144,1.0,0.35,,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2020-03-16,91,6.0,2.0,0,,,,,,,11222,6552.142857142857,1389.4285714285716,0.00863664404688464,44.714285714285715,12.0,3.5714285714285716,0.7142857142857144,1.2857142857142858,0.36,,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2020-03-17,102,7.0,3.0,0,,,,,,,13305,8127.142857142857,1575.0,0.007800453514739228,57.0,12.285714285714285,4.428571428571429,0.8571428571428572,1.7142857142857142,0.3870967741935483,,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2020-03-18,131,12.0,3.0,1,,,,,,,16183,9922.714285714286,1795.5714285714294,0.008592569019015034,72.42857142857143,15.42857142857143,6.0,1.5714285714285712,2.142857142857143,0.35714285714285715,,0.14285714285714285,0.14285714285714285,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4
2020-03-19,163,15.0,8.0,1,,,,,,,19052,11964.285714285714,2041.5714285714275,0.00958645301238542,92.0,19.57142857142857,7.857142857142857,1.8571428571428568,3.142857142857143,0.4,,0.2857142857142857,0.14285714285714285,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
2020-03-20,209,16.0,9.0,1,,,,,,,22645,14292.42857142857,2328.142857142857,0.010738172669816531,117.0,25.0,9.428571428571429,1.571428571428572,4.142857142857143,0.43939393939393945,,0.42857142857142855,0.14285714285714285,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4
2020-03-21,244,19.0,10.0,1,,,,,,,26152,16899.428571428572,2607.000000000002,0.010301934352567259,143.85714285714286,26.85714285714286,11.428571428571429,2.0,5.285714285714286,0.46249999999999997,,0.5714285714285714,0.14285714285714285,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
2020-03-22,291,20.0,10.0,1,,,,,,,29006,19652.14285714286,2752.7142857142862,0.011624889719238153,175.85714285714286,32.0,13.571428571428571,2.1428571428571423,6.428571428571429,0.4736842105263158,,0.7142857142857143,0.1428571428571429,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6
2020-03-23,343,22.0,10.0,1,,,,,,,31734,22582.428571428572,2930.2857142857138,0.01228549141965679,211.85714285714286,36.0,15.857142857142858,2.2857142857142865,7.571428571428571,0.47747747747747743,,0.8571428571428571,0.1428571428571428,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6
2020-03-24,411,29.0,11.0,1,,,,,,,34877,25664.14285714286,3081.7142857142862,0.014324123864268493,256.0,44.14285714285714,19.0,3.1428571428571423,8.714285714285714,0.45864661654135336,,1.0,0.1428571428571429,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8
2020-03-25,474,33.0,11.0,1,,,,,,,36522,28569.714285714286,2905.5714285714275,0.016864152613206163,305.0,49.0,22.0,3.0,9.857142857142858,0.4480519480519481,,1.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8
2020-03-26,527,34.0,11.0,1,,,,,,,37838,31253.428571428572,2683.7142857142862,0.019376131161503243,357.0,52.0,24.714285714285715,2.7142857142857153,10.285714285714286,0.4161849710982659,,1.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
2020-03-27,612,35.0,13.0,1,,,,,,,41535,33952.0,2698.5714285714275,0.02133403917416623,414.57142857142856,57.571428571428555,27.428571428571427,2.7142857142857117,10.857142857142858,0.39583333333333337,,1.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
2020-03-28,666,38.0,14.0,1,,,,,,,43680,36456.0,2504.0,0.024075764491099952,474.85714285714283,60.28571428571428,30.142857142857142,2.7142857142857153,11.428571428571429,0.37914691943127965,,1.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2020-03-29,700,40.0,15.0,5,,,,,,,45609,38827.857142857145,2371.857142857145,0.024634102270673985,533.2857142857143,58.4285714285715,33.0,2.8571428571428577,12.142857142857142,0.36796536796536794,,1.5714285714285714,0.5714285714285714,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2020-03-30,740,42.0,17.0,10,,,,,,,48158,41174.142857142855,2346.28571428571,0.024171943497321016,590.0,56.714285714285666,35.857142857142854,2.857142857142854,13.142857142857142,0.3665338645418327,,2.857142857142857,1.2857142857142858,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
2020-03-31,872,42.0,18.0,11,,,,,,,52928,43752.857142857145,2578.71428571429,0.025538751315716552,655.8571428571429,65.85714285714289,37.714285714285715,1.8571428571428612,14.142857142857142,0.375,,4.285714285714286,1.4285714285714284,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2020-04-01,980,41.0,20.0,12,,,,,,,56538,46612.28571428572,2859.4285714285725,0.02527977617905672,728.1428571428571,72.28571428571422,38.857142857142854,1.1428571428571388,15.428571428571429,0.3970588235294118,,5.857142857142857,1.5714285714285712,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
2020-04-02,1102,43.0,20.0,15,,,,,,,60547,49856.42857142857,3244.142857142855,0.025320357567484297,810.2857142857143,82.14285714285722,40.142857142857146,1.2857142857142918,16.714285714285715,0.41637010676156583,,7.857142857142857,2.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
2020-04-03,1172,45.0,19.0,18,,,,,,,62270,52818.57142857143,2962.142857142855,0.02700747528333737,890.2857142857143,80.0,41.57142857142857,1.4285714285714235,17.571428571428573,0.4226804123711341,,10.285714285714286,2.4285714285714297,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
2020-04-04,1232,47.0,20.0,23,,,,,,,64077,55732.42857142857,2913.857142857145,0.027749178800803992,971.1428571428571,80.85714285714278,42.857142857142854,1.2857142857142847,18.428571428571427,0.43,,13.428571428571429,3.1428571428571423,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
2020-04-05,1274,44.0,20.0,25,,,,,,,65262,58540.0,2807.5714285714275,0.02920673688495396,1053.142857142857,82.0,43.42857142857143,0.5714285714285765,19.142857142857142,0.4407894736842105,,16.285714285714285,2.857142857142856,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8
2020-04-06,1308,45.0,18.0,28,,,,,,,66203,61117.857142857145,2577.857142857145,0.03147686339706286,1134.2857142857142,81.14285714285711,43.857142857142854,0.4285714285714235,19.285714285714285,0.4397394136807818,,18.857142857142858,2.571428571428573,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8
2020-04-07,1361,46.0,16.0,28,,,,,,,67908,63257.857142857145,2140.0,0.03264352469959948,1204.142857142857,69.85714285714289,44.42857142857143,0.5714285714285765,19.0,0.42765273311897106,,21.285714285714285,2.428571428571427,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7
2020-04-08,1394,49.0,16.0,32,,,,,,,69196,65066.142857142855,1808.2857142857101,0.03270658871859699,1263.2857142857142,59.14285714285711,45.57142857142857,1.1428571428571388,18.428571428571427,0.4043887147335423,,24.142857142857142,2.8571428571428577,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8
2020-04-09,1439,50.0,15.0,36,,,,,,,71487,66629.0,1562.857142857145,0.030804387568555698,1311.4285714285713,48.14285714285711,46.57142857142857,1.0,17.714285714285715,0.3803680981595092,,27.142857142857142,3.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8
2020-04-10,1488,52.0,15.0,40,,,,,,,74338,68353.0,1724.0,0.026184951939012376,1356.5714285714287,45.14285714285734,47.57142857142857,1.0,17.142857142857142,0.36036036036036034,,30.285714285714285,3.1428571428571423,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
2020-04-11,1553,52.0,15.0,45,,,,,,,76578,70138.85714285714,1785.857142857145,0.025677945764338714,1402.4285714285713,45.85714285714266,48.285714285714285,0.7142857142857153,16.428571428571427,0.3402366863905325,,33.42857142857143,3.142857142857146,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
2020-04-12,1621,50.0,15.0,45,,,,,,,78883,72084.71428571429,1945.857142857145,0.02547536891564498,1452.0,49.57142857142867,49.142857142857146,0.8571428571428612,15.714285714285714,0.3197674418604651,,36.285714285714285,2.857142857142854,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2020-04-13,1689,49.0,14.0,48,,,,,,,81019,74201.28571428571,2116.5714285714203,0.025715442764578888,1506.4285714285713,54.42857142857133,49.714285714285715,0.5714285714285694,15.142857142857142,0.30459770114942525,,39.142857142857146,2.857142857142861,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2020-04-14,1816,48.0,15.0,48,,,,,,,83591,76441.71428571429,2240.4285714285797,0.029012306318943974,1571.4285714285713,65.0,50.0,0.2857142857142847,15.0,0.3,,42.0,2.857142857142854,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
2020-04-15,1949,55.0,12.0,50,,,,,,,86683,78939.85714285714,2498.142857142855,0.031737862412077635,1650.7142857142858,79.28571428571445,50.857142857142854,0.8571428571428541,14.428571428571429,0.28370786516853935,,44.57142857142857,2.5714285714285694,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2
2020-04-16,2095,58.0,13.0,50,,,,,,,89782,81553.42857142857,2613.5714285714203,0.03585679147308013,1744.4285714285713,93.71428571428555,52.0,1.142857142857146,14.142857142857142,0.27197802197802196,,46.57142857142857,2.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2020-04-17,2308,63.0,14.0,54,,,,,,,95020,84508.0,2954.571428571435,0.039648003094478274,1861.5714285714287,117.14285714285734,53.57142857142857,1.5714285714285694,14.0,0.26133333333333336,,48.57142857142857,2.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2020-04-18,2495,56.0,16.0,57,,,,,,,98820,87685.42857142857,3177.428571428565,0.04235230644726198,1996.142857142857,134.57142857142844,54.142857142857146,0.5714285714285765,14.142857142857142,0.26121372031662266,,50.285714285714285,1.7142857142857153,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2020-04-19,2696,62.0,19.0,62,,,,,,,103190,91157.85714285714,3472.4285714285797,0.04422594314395022,2149.714285714286,153.57142857142867,55.857142857142854,1.7142857142857082,14.714285714285714,0.26342710997442453,,52.714285714285715,2.4285714285714306,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2020-04-20,2879,62.0,18.0,66,,,,,,,107199,94897.85714285714,3740.0,0.045454545454545456,2319.714285714286,170.0,57.714285714285715,1.8571428571428612,15.285714285714286,0.26485148514851486,,55.285714285714285,2.5714285714285694,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2020-04-21,3143,61.0,20.0,72,,,,,,,111512,98886.57142857143,3988.71428571429,0.04752695104043543,2509.285714285714,189.57142857142844,59.57142857142857,1.857142857142854,16.0,0.2685851318944844,,58.714285714285715,3.4285714285714306,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
2020-04-22,3437,64.0,19.0,75,,,,,,,115569,103013.14285714286,4126.57142857142,0.051512843592051584,2721.8571428571427,212.57142857142844,60.857142857142854,1.2857142857142847,17.0,0.27934272300469487,,62.285714285714285,3.5714285714285694,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
2020-04-23,3777,65.0,18.0,80,,,,,,,120040,107335.71428571429,4322.571428571435,0.05558860466653448,2962.1428571428573,240.28571428571468,61.857142857142854,1.0,17.714285714285715,0.2863741339491917,,66.57142857142857,4.285714285714285,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2020-04-24,4009,70.0,21.0,80,,,,,,,124571,111557.28571428571,4221.57142857142,0.057561503840817686,3205.1428571428573,243.0,62.857142857142854,1.0,18.714285714285715,0.2977272727272728,,70.28571428571429,3.7142857142857224,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2020-04-25,4231,70.0,19.0,84,,,,,,,129235,115902.28571428571,4345.0,0.057077100115074796,3453.1428571428573,248.0,64.85714285714286,2.000000000000007,19.142857142857142,0.2951541850220264,,74.14285714285714,3.857142857142847,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2020-04-26,4434,75.0,21.0,88,,,,,,,133536,120237.42857142857,4335.142857142855,0.05727278718776776,3701.4285714285716,248.28571428571422,66.71428571428571,1.857142857142847,19.428571428571427,0.291220556745182,,77.85714285714286,3.7142857142857224,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2020-04-27,4612,77.0,20.0,90,,,,,,,136980,124491.85714285714,4254.42857142858,0.05819146435646875,3949.0,247.57142857142844,68.85714285714286,2.142857142857153,19.714285714285715,0.2863070539419087,,81.28571428571429,3.4285714285714306,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2020-04-28,4861,79.0,23.0,94,,,,,,,141342,128753.28571428571,4261.428571428565,0.05759302715387206,4194.428571428572,245.42857142857156,71.42857142857143,2.5714285714285694,20.142857142857142,0.282,,84.42857142857143,3.142857142857139,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2020-04-29,5092,86.0,22.0,96,,,,,,,146419,133160.42857142858,4407.14285714287,0.05364667747163683,4430.857142857143,236.42857142857156,74.57142857142857,3.142857142857139,20.571428571428573,0.2758620689655173,,87.42857142857143,3.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2020-04-30,5314,89.0,22.0,100,,,,,,,151454,137648.14285714287,4487.71428571429,0.048927229897497856,4650.428571428572,219.57142857142844,78.0,3.4285714285714306,21.142857142857142,0.27106227106227104,,90.28571428571429,2.857142857142861,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2020-05-01,5455,82.0,23.0,102,,,,,,,154301,141895.2857142857,4247.1428571428405,0.04863773965691237,4857.0,206.57142857142844,79.71428571428571,1.7142857142857082,21.428571428571427,0.26881720430107525,,93.42857142857143,3.142857142857139,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2020-05-02,5567,83.0,19.0,104,,,,,,,159271,146186.14285714287,4290.8571428571595,0.04447995738447186,5047.857142857143,190.85714285714312,81.57142857142857,1.8571428571428612,21.428571428571427,0.2626970227670753,,96.28571428571429,2.857142857142861,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2020-05-03,5637,83.0,21.0,106,,,,,,,162515,150326.0,4139.85714285713,0.04151281962800646,5219.714285714285,171.8571428571422,82.71428571428571,1.1428571428571388,21.428571428571427,0.25906735751295334,,98.85714285714286,2.5714285714285694,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2
2020-05-04,5716,82.0,21.0,107,,,,,,,165072,154339.14285714287,4013.1428571428696,0.039299444681759936,5377.428571428572,157.71428571428623,83.42857142857143,0.7142857142857224,21.571428571428573,0.2585616438356165,,101.28571428571429,2.4285714285714306,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
2020-05-05,5778,84.0,20.0,111,,,,,,,168104,158162.2857142857,3823.1428571428405,0.0342650026156492,5508.428571428572,131.0,84.14285714285714,0.7142857142857082,21.142857142857142,0.25127334465195245,,103.71428571428571,2.4285714285714164,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
2020-05-06,5843,79.0,19.0,112,,,,,,,170986,161671.85714285713,3509.5714285714203,0.030569463100907645,5615.714285714285,107.28571428571377,83.14285714285714,-1.0,20.714285714285715,0.2491408934707904,,106.0,2.285714285714292,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
2020-05-07,5930,78.0,18.0,115,,,,,,,175121,165052.85714285713,3381.0,0.026027802425317954,5703.714285714285,88.0,81.57142857142857,-1.5714285714285694,20.142857142857142,0.2469352014010508,,108.14285714285714,2.142857142857139,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
2020-05-08,6007,73.0,16.0,115,,,,,,,178902,168567.2857142857,3514.4285714285797,0.02243811227185889,5782.571428571428,78.85714285714312,80.28571428571429,-1.2857142857142776,19.142857142857142,0.2384341637010676,,110.0,1.8571428571428612,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8
2020-05-09,6092,64.0,14.0,117,,,,,,,183116,171973.7142857143,3406.4285714285797,0.02201719438037319,5857.571428571428,75.0,77.57142857142857,-2.7142857142857224,18.428571428571427,0.23756906077348064,,111.85714285714286,1.8571428571428612,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8
2020-05-10,6163,65.0,12.0,118,,,,,,,186376,175382.42857142858,3408.71428571429,0.022044340136624513,5932.714285714285,75.14285714285688,75.0,-2.5714285714285694,17.142857142857142,0.22857142857142856,,113.57142857142857,1.7142857142857082,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8
2020-05-11,6210,64.0,11.0,121,,,,,,,189169,178824.85714285713,3442.4285714285506,0.020500477237830786,6003.285714285715,70.57142857142935,72.42857142857143,-2.5714285714285694,15.714285714285714,0.21696252465483232,,115.57142857142857,2.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8
2020-05-12,6280,65.0,11.0,124,,,,,,,192925,182370.7142857143,3545.8571428571595,0.020224809637000723,6075.0,71.71428571428532,69.71428571428571,-2.7142857142857224,14.428571428571429,0.20696721311475413,,117.42857142857143,1.8571428571428612,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7
2020-05-13,6342,61.0,9.0,124,,,,,,,197334,186134.7142857143,3764.0,0.018938818885684026,6146.285714285715,71.28571428571468,67.14285714285714,-2.5714285714285694,13.0,0.19361702127659575,,119.14285714285714,1.7142857142857082,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7
2020-05-14,6403,57.0,9.0,125,,,,,,,202101,189989.0,3854.28571428571,0.017531504818383975,6213.857142857143,67.57142857142844,64.14285714285714,-3.0,11.714285714285714,0.18262806236080179,,120.57142857142857,1.4285714285714306,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
2020-05-15,6476,52.0,9.0,126,,,,,,,206801,193974.57142857142,3985.5714285714203,0.01681063837413531,6280.857142857143,67.0,61.142857142857146,-2.999999999999993,10.714285714285714,0.17523364485981308,,122.14285714285714,1.5714285714285694,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6
2020-05-16,6530,50.0,8.0,128,,,,,,,210787,197927.57142857142,3953.0,0.015828846084348203,6343.428571428572,62.57142857142844,59.142857142857146,-2.0,9.857142857142858,0.16666666666666666,,123.71428571428571,1.5714285714285694,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
2020-05-17,6576,50.0,9.0,129,,,,,,,213976,201870.42857142858,3942.8571428571595,0.014963768115941967,6402.428571428572,59.0,57.0,-2.142857142857146,9.428571428571429,0.16541353383458646,,125.28571428571429,1.5714285714285836,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
2020-05-18,6614,50.0,9.0,131,,,,,,,217206,205875.7142857143,4005.28571428571,0.014409530263580186,6460.142857142857,57.714285714285325,55.0,-2.0,9.142857142857142,0.16623376623376623,,126.71428571428571,1.4285714285714164,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
2020-05-19,6657,45.0,8.0,132,,,,,,,219709,209702.0,3826.28571428571,0.014075567502986941,6514.0,53.85714285714312,52.142857142857146,-2.857142857142854,8.714285714285714,0.16712328767123286,,127.85714285714286,1.142857142857153,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4
2020-05-20,6684,44.0,7.0,136,,,,,,,222986,213366.57142857142,3664.5714285714203,0.013332293778263005,6562.857142857143,48.85714285714312,49.714285714285715,-2.4285714285714306,8.428571428571429,0.1695402298850575,,129.57142857142858,1.7142857142857224,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
2020-05-21,6714,42.0,6.0,138,,,,,,,226708,216881.85714285713,3515.28571428571,0.012638680050392218,6607.285714285715,44.42857142857156,47.57142857142857,-2.142857142857146,8.0,0.16816816816816818,,131.42857142857142,1.8571428571428328,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
2020-05-22,6741,39.0,6.0,138,,,,,,,230531,220271.85714285713,3390.0,0.011167298777918055,6645.142857142857,37.85714285714221,45.714285714285715,-1.857142857142854,7.571428571428571,0.165625,,133.14285714285714,1.7142857142857224,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7
2020-05-23,6773,35.0,7.0,139,,,,,,,234392,223644.0,3372.1428571428696,0.01029442914636741,6679.857142857143,34.714285714286234,43.57142857142857,-2.142857142857146,7.428571428571429,0.17049180327868854,,134.71428571428572,1.5714285714285836,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8
2020-05-24,6802,33.0,6.0,139,,,,,,,237626,227022.57142857142,3378.5714285714203,0.009556025369978727,6712.142857142857,32.285714285713766,41.142857142857146,-2.4285714285714235,7.0,0.17013888888888887,,136.14285714285714,1.4285714285714164,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6
2020-05-25,6815,33.0,5.0,141,,,,,,,240584,230362.2857142857,3339.71428571429,0.008597827016853597,6740.857142857143,28.714285714286234,38.714285714285715,-2.4285714285714306,6.428571428571429,0.16605166051660517,,137.57142857142858,1.4285714285714448,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6
2020-05-26,6834,33.0,5.0,143,,,,,,,243640,233781.0,3418.71428571429,0.007396264259746611,6766.142857142857,25.285714285713766,37.0,-1.7142857142857153,6.0,0.16216216216216217,,139.14285714285714,1.5714285714285552,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7
2020-05-27,6861,31.0,4.0,143,,,,,,,247243,237246.2857142857,3465.28571428571,0.007296862761264911,6791.428571428572,25.285714285714675,35.142857142857146,-1.857142857142854,5.571428571428571,0.15853658536585363,,140.14285714285714,1.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7
2020-05-28,6889,32.0,4.0,143,,,,,,,251146,240737.42857142858,3491.1428571428696,0.007160978803502716,6816.428571428572,25.0,33.714285714285715,-1.4285714285714306,5.285714285714286,0.15677966101694915,,140.85714285714286,0.7142857142857224,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7
2020-05-29,6919,33.0,5.0,144,,,,,,,255008,244234.14285714287,3496.71428571429,0.007272133022837794,6841.857142857143,25.42857142857156,32.857142857142854,-0.8571428571428612,5.142857142857143,0.1565217391304348,,141.71428571428572,0.8571428571428612,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6
2020-05-30,6939,27.0,6.0,144,,,,,,,258372,247659.85714285713,3425.7142857142608,0.006922435362802272,6865.571428571428,23.714285714285325,31.714285714285715,-1.1428571428571388,5.0,0.15765765765765766,,142.42857142857142,0.714285714285694,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
2020-05-31,6973,24.0,6.0,144,,,,,,,261505,251071.14285714287,3411.2857142857392,0.007161103898823219,6890.0,24.42857142857156,30.428571428571427,-1.2857142857142883,5.0,0.1643192488262911,,143.14285714285714,0.7142857142857224,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
2020-06-01,6994,24.0,6.0,145,,,,,,,264239,254450.42857142858,3379.28571428571,0.007567110547452941,6915.571428571428,25.57142857142844,29.142857142857142,-1.2857142857142847,5.142857142857143,0.17647058823529413,,143.71428571428572,0.5714285714285836,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4
